Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
,27,2024-12-21,GSW,@,MIN,"W, 113-103",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
838,28,2024-12-23,GSW,,IND,"L, 105-111",*,25:55,1,5,.200,1,5,.200,0,0,,.300,1,4,.250,0,7,7,5,3,1,2,2,4,6.2,-6,Draymond Green
839,29,2024-12-25,GSW,,LAL,"L, 113-115",*,34:04,1,6,.167,1,5,.200,0,1,.000,.250,0,0,,4,6,10,6,0,4,2,5,3,6.8,2,Draymond Green
,30,2024-12-27,GSW,@,LAC,"L, 92-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
840,31,2024-12-28,GSW,,PHO,"W, 109-105",*,34:49,6,9,.667,3,5,.600,3,4,.750,.833,1,1,1.000,1,7,8,7,2,1,1,1,16,21.1,18,Draymond Green
841,32,2024-12-30,GSW,,CLE,"L, 95-113",*,25:04,1,10,.100,0,2,.000,1,8,.125,.100,0,2,.000,3,5,8,5,1,2,3,2,2,0.3,-8,Draymond Green
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Draymond Green
842,33,2025-01-02,GSW,,PHI,"W, 139-105",*,30:35,6,10,.600,1,5,.200,5,5,1.000,.650,2,2,1.000,0,6,6,7,0,3,3,3,15,15.0,30,Draymond Green
843,34,2025-01-04,GSW,,MEM,"W, 121-113",*,30:36,3,7,.429,3,6,.500,0,1,.000,.643,0,0,,1,1,2,3,2,1,2,4,9,7.5,10,Draymond Green
844,35,2025-01-05,GSW,,SAC,"L, 99-129",*,25:14,4,8,.500,2,4,.500,2,4,.500,.625,0,0,,1,3,4,4,2,1,5,3,10,6.9,-15,Draymond Green
845,36,2025-01-07,GSW,,MIA,"L, 98-114",*,26:53,3,9,.333,0,3,.000,3,6,.500,.333,1,1,1.000,1,9,10,10,0,0,1,2,7,10.5,-9,Draymond Green
846,37,2025-01-09,GSW,@,DET,"W, 107-104",*,32:04,3,9,.333,0,3,.000,3,6,.500,.333,1,2,.500,2,3,5,4,1,3,4,4,7,4.1,-2,Draymond Green
,38,2025-01-10,GSW,@,IND,"L, 96-108",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,39,2025-01-13,GSW,@,TOR,"L, 101-104",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,40,2025-01-15,GSW,@,MIN,"W, 116-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
847,41,2025-01-18,GSW,,WAS,"W, 122-114",*,03:00,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,0,Draymond Green
,42,2025-01-20,GSW,,BOS,"L, 85-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,43,2025-01-22,GSW,@,SAC,"L, 117-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,44,2025-01-23,GSW,,CHI,"W, 131-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,45,2025-01-25,GSW,,LAL,"L, 108-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,46,2025-01-28,GSW,,UTA,"W, 114-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,47,2025-01-29,GSW,,OKC,"W, 116-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
,48,2025-01-31,GSW,,PHO,"L, 105-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Draymond Green
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Draymond Green
848,49,2025-02-03,GSW,,ORL,"W, 104-99",*,28:56,2,4,.500,0,2,.000,2,2,1.000,.500,0,2,.000,0,7,7,5,1,0,2,1,4,5.4,9,Draymond Green
849,50,2025-02-05,GSW,@,UTA,"L, 128-131",*,34:15,2,7,.286,0,4,.000,2,3,.667,.286,3,4,.750,0,4,4,9,2,0,3,3,7,7.8,-13,Draymond Green
850,51,2025-02-06,GSW,@,LAL,"L, 112-120",*,32:52,5,7,.714,2,2,1.000,3,5,.600,.857,1,3,.333,0,5,5,4,2,1,0,5,13,14.3,-1,Draymond Green
851,52,2025-02-08,GSW,@,CHI,"W, 132-111",*,32:16,1,2,.500,0,1,.000,1,1,1.000,.500,4,4,1.000,2,2,4,7,3,2,4,4,6,10.7,27,Draymond Green
852,53,2025-02-10,GSW,@,MIL,"W, 125-111",*,32:11,2,7,.286,0,3,.000,2,4,.500,.286,2,4,.500,1,2,3,5,5,1,1,5,6,8.6,14,Draymond Green
853,54,2025-02-12,GSW,@,DAL,"L, 107-111",*,31:38,5,10,.500,0,1,.000,5,9,.556,.500,3,3,1.000,2,3,5,5,3,2,3,1,13,14.8,-13,Draymond Green
854,55,2025-02-13,GSW,@,HOU,"W, 105-98",*,29:56,5,8,.625,1,3,.333,4,5,.800,.688,2,2,1.000,1,3,4,8,2,1,4,2,13,14.5,8,Draymond Green
855,56,2025-02-21,GSW,@,SAC,"W, 132-108",*,28:27,3,7,.429,0,2,.000,3,5,.600,.429,0,0,,2,6,8,9,0,2,2,2,6,10.4,23,Draymond Green
856,57,2025-02-23,GSW,,DAL,"W, 126-102",*,27:10,5,10,.500,0,2,.000,5,8,.625,.500,3,4,.750,0,4,4,6,2,0,2,1,13,12.6,19,Draymond Green
857,58,2025-02-25,GSW,,CHO,"W, 128-92",*,22:57,6,12,.500,1,5,.200,5,7,.714,.542,2,2,1.000,1,5,6,6,3,2,1,2,15,18.0,14,Draymond Green
858,59,2025-02-27,GSW,@,ORL,"W, 121-115",*,31:50,3,8,.375,1,1,1.000,2,7,.286,.438,5,7,.714,3,7,10,4,1,0,4,4,12,9.2,6,Draymond Green
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Draymond Green
859,60,2025-03-01,GSW,@,PHI,"L, 119-126",*,36:07,5,13,.385,0,2,.000,5,11,.455,.385,3,4,.750,2,6,8,8,0,0,3,4,13,9.7,3,Draymond Green
860,61,2025-03-03,GSW,@,CHO,"W, 119-101",*,28:24,6,15,.400,2,6,.333,4,9,.444,.467,2,2,1.000,3,9,12,7,2,0,0,4,16,18.0,20,Draymond Green
861,62,2025-03-04,GSW,@,NYK,"W, 114-102",*,34:36,2,4,.500,0,1,.000,2,3,.667,.500,4,4,1.000,2,7,9,8,2,0,1,4,8,14.5,14,Draymond Green
862,63,2025-03-06,GSW,@,BRK,"W, 121-119",*,33:40,2,5,.400,0,0,,2,5,.400,.400,3,3,1.000,2,5,7,10,0,0,3,5,7,9.2,-7,Draymond Green
863,64,2025-03-08,GSW,,DET,"W, 115-110",*,31:21,3,7,.429,2,5,.400,1,2,.500,.571,4,6,.667,1,8,9,7,3,1,4,3,12,14.0,11,Draymond Green
864,65,2025-03-10,GSW,,POR,"W, 130-120",*,28:15,1,3,.333,1,2,.500,0,1,.000,.500,1,2,.500,0,4,4,7,4,0,3,1,4,8.6,4,Draymond Green
865,66,2025-03-13,GSW,,SAC,"W, 130-104",*,29:22,8,14,.571,4,7,.571,4,7,.571,.714,3,4,.750,0,4,4,4,1,1,4,4,23,16.1,12,Draymond Green
866,67,2025-03-15,GSW,,NYK,"W, 97-94",*,32:18,3,9,.333,1,5,.200,2,4,.500,.389,2,2,1.000,1,3,4,3,1,1,3,3,9,5.1,2,Draymond Green
867,68,2025-03-17,GSW,,DEN,"L, 105-114",*,32:30,5,6,.833,0,1,.000,5,5,1.000,.833,0,1,.000,0,6,6,5,3,5,4,5,10,13.2,-5,Draymond Green
868,69,2025-03-18,GSW,,MIL,"W, 104-93",*,36:09,1,6,.167,0,5,.000,1,1,1.000,.167,1,2,.500,0,10,10,4,2,4,2,5,3,5.4,14,Draymond Green
869,70,2025-03-20,GSW,,TOR,"W, 117-114",*,31:27,7,18,.389,5,14,.357,2,4,.500,.528,2,2,1.000,4,3,7,5,4,0,4,4,21,16.8,-5,Draymond Green
870,71,2025-03-22,GSW,@,ATL,"L, 115-124",*,35:12,2,7,.286,1,4,.250,1,3,.333,.357,0,0,,0,6,6,6,3,1,3,5,5,5.6,-4,Draymond Green
871,72,2025-03-25,GSW,@,MIA,"L, 86-112",*,23:10,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,2,3,5,3,0,0,3,1,2,0.6,-23,Draymond Green
872,73,2025-03-28,GSW,@,NOP,"W, 111-95",*,25:33,2,6,.333,0,3,.000,2,3,.667,.333,2,2,1.000,1,4,5,6,2,1,2,6,6,7.0,16,Draymond Green
873,74,2025-03-30,GSW,@,SAS,"W, 148-106",*,21:16,6,9,.667,2,4,.500,4,5,.800,.778,0,0,,0,5,5,2,1,0,1,2,14,12.2,12,Draymond Green
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Draymond Green
874,75,2025-04-01,GSW,@,MEM,"W, 134-125",*,32:58,4,12,.333,1,7,.143,3,5,.600,.375,4,4,1.000,2,8,10,12,2,1,3,4,13,16.5,13,Draymond Green
875,76,2025-04-03,GSW,@,LAL,"W, 123-116",*,33:59,3,9,.333,2,4,.500,1,5,.200,.444,0,2,.000,2,9,11,5,0,1,5,4,8,3.8,4,Draymond Green
876,77,2025-04-04,GSW,,DEN,"W, 118-104",*,30:17,4,8,.500,0,2,.000,4,6,.667,.500,0,1,.000,0,3,3,3,1,1,2,3,8,5.1,14,Draymond Green
877,78,2025-04-06,GSW,,HOU,"L, 96-106",*,27:11,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,2,1,3,4,0,0,4,5,2,-2.6,-16,Draymond Green
878,79,2025-04-08,GSW,@,PHO,"W, 133-95",*,20:22,1,4,.250,1,2,.500,0,2,.000,.375,2,2,1.000,0,2,2,4,2,0,3,1,5,4.6,19,Draymond Green
879,80,2025-04-09,GSW,,SAS,"L, 111-114",*,33:25,4,7,.571,2,4,.500,2,3,.667,.714,3,4,.750,3,6,9,8,2,1,3,4,13,16.9,-6,Draymond Green
880,81,2025-04-11,GSW,@,POR,"W, 103-86",*,29:12,1,6,.167,1,5,.200,0,1,.000,.250,0,0,,0,7,7,5,4,1,2,2,3,6.7,13,Draymond Green
881,82,2025-04-13,GSW,,LAC,"L, 119-124 (OT)",*,38:29,5,9,.556,4,6,.667,1,3,.333,.778,0,0,,0,3,3,4,1,2,2,5,14,11.8,-5,Draymond Green
75,1,2024-10-23,GSW,@,POR,"W, 140-104",,24:56,0,5,.000,0,4,.000,0,1,.000,.000,0,0,,4,3,7,4,1,0,3,3,0,-0.2,35,Brandin Podziemski
76,2,2024-10-25,GSW,@,UTA,"W, 127-86",,24:38,7,14,.500,1,5,.200,6,9,.667,.536,0,0,,1,4,5,1,1,1,0,2,15,11.5,24,Brandin Podziemski
77,3,2024-10-27,GSW,,LAC,"L, 104-112",,24:42,2,8,.250,0,5,.000,2,3,.667,.250,0,0,,1,4,5,4,0,0,2,2,4,1.1,-2,Brandin Podziemski
78,4,2024-10-29,GSW,,NOP,"W, 124-106",*,33:32,8,18,.444,3,8,.375,5,10,.500,.528,0,0,,1,2,3,5,1,2,0,2,19,16.0,17,Brandin Podziemski
79,5,2024-10-30,GSW,,NOP,"W, 104-89",*,38:06,5,15,.333,2,7,.286,3,8,.375,.400,1,2,.500,2,6,8,7,1,0,4,2,13,8.4,13,Brandin Podziemski
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Brandin Podziemski
80,6,2024-11-02,GSW,@,HOU,"W, 127-121 (OT)",*,37:44,5,11,.455,0,3,.000,5,8,.625,.455,2,4,.500,0,5,5,6,0,1,3,6,12,6.5,7,Brandin Podziemski
81,7,2024-11-04,GSW,@,WAS,"W, 125-112",,13:06,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,4,4,1,1,0,1,2,2,1.4,6,Brandin Podziemski
,8,2024-11-06,GSW,@,BOS,"W, 118-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
82,9,2024-11-08,GSW,@,CLE,"L, 117-136",,26:30,6,12,.500,1,6,.167,5,6,.833,.542,1,2,.500,2,5,7,4,4,0,1,1,14,15.9,7,Brandin Podziemski
83,10,2024-11-10,GSW,@,OKC,"W, 127-116",,15:05,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,1,4,0,-3.0,-10,Brandin Podziemski
84,11,2024-11-12,GSW,,DAL,"W, 120-117",,16:41,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,1,1,1,0,0,0,2,3,2.2,-19,Brandin Podziemski
85,12,2024-11-15,GSW,,MEM,"W, 123-118",,27:45,3,6,.500,1,4,.250,2,2,1.000,.583,4,4,1.000,0,7,7,5,1,0,0,2,11,13.8,-2,Brandin Podziemski
86,13,2024-11-18,GSW,@,LAC,"L, 99-102",,15:37,0,4,.000,0,2,.000,0,2,.000,.000,1,3,.333,2,3,5,2,1,0,1,1,1,0.7,2,Brandin Podziemski
87,14,2024-11-20,GSW,,ATL,"W, 120-97",,15:17,1,6,.167,1,1,1.000,0,5,.000,.250,0,0,,1,1,2,2,1,0,1,1,3,1.2,-1,Brandin Podziemski
88,15,2024-11-22,GSW,@,NOP,"W, 112-108",,20:52,5,11,.455,0,5,.000,5,6,.833,.455,1,1,1.000,2,3,5,3,0,0,1,0,11,8.7,-3,Brandin Podziemski
89,16,2024-11-23,GSW,@,SAS,"L, 94-104",,15:34,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,3,3,2,0,0,1,0,0,-0.8,-14,Brandin Podziemski
90,17,2024-11-25,GSW,,BRK,"L, 120-128",,22:38,2,5,.400,1,3,.333,1,2,.500,.500,2,2,1.000,1,0,1,6,0,1,0,2,7,9.1,-10,Brandin Podziemski
91,18,2024-11-27,GSW,,OKC,"L, 101-105",*,29:36,4,10,.400,1,4,.250,3,6,.500,.450,3,3,1.000,2,6,8,5,0,1,2,0,12,12.0,-6,Brandin Podziemski
92,19,2024-11-30,GSW,@,PHO,"L, 105-113",*,33:01,4,8,.500,2,4,.500,2,4,.500,.625,2,2,1.000,0,7,7,4,1,1,1,1,12,13.2,5,Brandin Podziemski
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Brandin Podziemski
93,20,2024-12-03,GSW,@,DEN,"L, 115-119",*,24:32,6,11,.545,0,3,.000,6,8,.750,.545,1,1,1.000,1,3,4,4,2,0,2,5,13,10.1,-13,Brandin Podziemski
94,21,2024-12-05,GSW,,HOU,"W, 99-93",*,36:43,2,9,.222,1,3,.333,1,6,.167,.278,3,4,.750,1,10,11,3,0,0,2,0,8,5.9,13,Brandin Podziemski
95,22,2024-12-06,GSW,,MIN,"L, 90-107",*,24:49,3,7,.429,2,5,.400,1,2,.500,.571,0,0,,0,6,6,2,2,0,2,0,8,7.5,-16,Brandin Podziemski
96,23,2024-12-08,GSW,,MIN,"W, 114-106",,20:08,2,5,.400,2,4,.500,0,1,.000,.600,0,0,,2,1,3,3,0,0,0,2,6,6.3,-2,Brandin Podziemski
97,24,2024-12-11,GSW,@,HOU,"L, 90-91",,30:30,3,9,.333,2,5,.400,1,4,.250,.444,0,0,,1,1,2,4,2,0,1,0,8,7.7,4,Brandin Podziemski
98,25,2024-12-15,GSW,,DAL,"L, 133-143",,15:50,1,5,.200,1,3,.333,0,2,.000,.300,0,0,,0,1,1,2,0,0,0,1,3,1.2,-1,Brandin Podziemski
99,26,2024-12-19,GSW,@,MEM,"L, 93-144",,25:18,9,13,.692,2,5,.400,7,8,.875,.769,1,2,.500,2,2,4,6,2,0,0,0,21,23.3,-8,Brandin Podziemski
100,27,2024-12-21,GSW,@,MIN,"W, 113-103",,19:31,5,9,.556,2,3,.667,3,6,.500,.667,0,0,,2,5,7,1,2,0,0,0,12,13.3,11,Brandin Podziemski
101,28,2024-12-23,GSW,,IND,"L, 105-111",,26:21,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,2,4,6,2,3,0,0,1,5,9.6,4,Brandin Podziemski
102,29,2024-12-25,GSW,,LAL,"L, 113-115",,24:09,2,5,.400,2,3,.667,0,2,.000,.600,0,0,,0,3,3,1,0,0,1,0,6,3.9,2,Brandin Podziemski
103,30,2024-12-27,GSW,@,LAC,"L, 92-102",,30:33,4,9,.444,2,5,.400,2,4,.500,.556,0,0,,0,2,2,5,3,0,0,2,10,11.6,6,Brandin Podziemski
104,31,2024-12-28,GSW,,PHO,"W, 109-105",,11:22,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,2,0,0,0,0,2,0,-0.5,-17,Brandin Podziemski
,32,2024-12-30,GSW,,CLE,"L, 95-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Brandin Podziemski
,33,2025-01-02,GSW,,PHI,"W, 139-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,34,2025-01-04,GSW,,MEM,"W, 121-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,35,2025-01-05,GSW,,SAC,"L, 99-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,36,2025-01-07,GSW,,MIA,"L, 98-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,37,2025-01-09,GSW,@,DET,"W, 107-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,38,2025-01-10,GSW,@,IND,"L, 96-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,39,2025-01-13,GSW,@,TOR,"L, 101-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,40,2025-01-15,GSW,@,MIN,"W, 116-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,41,2025-01-18,GSW,,WAS,"W, 122-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,42,2025-01-20,GSW,,BOS,"L, 85-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
,43,2025-01-22,GSW,@,SAC,"L, 117-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandin Podziemski
105,44,2025-01-23,GSW,,CHI,"W, 131-106",,21:14,4,6,.667,2,4,.500,2,2,1.000,.833,0,0,,1,3,4,2,1,0,1,2,10,9.6,22,Brandin Podziemski
106,45,2025-01-25,GSW,,LAL,"L, 108-118",,24:19,6,10,.600,3,6,.500,3,4,.750,.750,2,2,1.000,1,2,3,5,2,0,0,0,17,19.2,9,Brandin Podziemski
107,46,2025-01-28,GSW,,UTA,"W, 114-103",,32:27,5,12,.417,4,11,.364,1,1,1.000,.583,6,6,1.000,0,7,7,6,1,0,3,1,20,17.5,19,Brandin Podziemski
108,47,2025-01-29,GSW,,OKC,"W, 116-109",,18:08,4,6,.667,1,3,.333,3,3,1.000,.750,2,2,1.000,1,3,4,3,0,0,0,1,11,11.7,1,Brandin Podziemski
109,48,2025-01-31,GSW,,PHO,"L, 105-130",,21:39,5,9,.556,4,7,.571,1,2,.500,.778,0,0,,0,3,3,3,1,0,3,2,14,9.9,-6,Brandin Podziemski
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Brandin Podziemski
110,49,2025-02-03,GSW,,ORL,"W, 104-99",,21:19,3,6,.500,2,4,.500,1,2,.500,.667,0,0,,1,4,5,2,2,0,2,1,8,7.9,-9,Brandin Podziemski
111,50,2025-02-05,GSW,@,UTA,"L, 128-131",*,39:44,8,18,.444,3,10,.300,5,8,.625,.528,10,13,.769,1,5,6,4,1,0,1,3,29,22.2,-3,Brandin Podziemski
112,51,2025-02-06,GSW,@,LAL,"L, 112-120",*,34:27,3,10,.300,0,3,.000,3,7,.429,.300,2,6,.333,2,6,8,7,0,0,1,2,8,6.9,-14,Brandin Podziemski
113,52,2025-02-08,GSW,@,CHI,"W, 132-111",,29:05,7,11,.636,2,5,.400,5,6,.833,.727,0,0,,1,4,5,7,1,0,1,2,16,17.1,26,Brandin Podziemski
